Source title,CiteScore,Highest percentile,2015-18 Citations,2015-18 Documents,% Cited,SNIP,SJR,Publisher,ISSN
International Journal of Computer-Supported Collaborative Learning,6.2,"97.0%
29/1179
Education",383,62,79,1.891,1.853,Springer Nature,15561607
Journal of the ACM,6.2,"86.0%
33/239
Control and Systems Engineering",1111,179,79,3.353,1.65,ACM,00045411
Mathematical Models and Methods in Applied Sciences,6.2,"95.0%
20/482
Applied Mathematics",1979,319,78,1.797,2.922,World Scientific,02182025
VLDB Journal,6.2,"84.0%
44/287
Information Systems",915,148,76,2.354,0.764,Springer Nature,10668888
Biology Direct,6.1,"95.0%
21/482
Applied Mathematics",1157,189,80,0.951,1.388,Springer Nature,17456150
Computers and Chemical Engineering,6.1,"87.0%
34/273
General Chemical Engineering",6764,1113,79,1.562,0.932,Elsevier,00981354
Electronic Commerce Research and Applications,6.1,"90.0%
18/176
Marketing",1400,230,73,1.966,1.072,Elsevier,15674223
IEEE/CAA Journal of Automatica Sinica,6.1,"85.0%
34/239
Control and Systems Engineering",1894,308,83,1.78,1.046,IEEE,23299266
Mathematical Programming,6.1,"98.0%
7/344
General Mathematics",2793,460,77,2.721,2.853,Springer Nature,00255610
Science Technology and Human Values,6.1,"99.0%
1/582
Philosophy",1028,168,78,2.238,1.714,SAGE,01622439
Computerized Medical Imaging and Graphics,6,"90.0%
28/276
Radiology, Nuclear Medicine and Imaging",1730,286,75,1.751,0.805,Elsevier,08956111
Journal of the Franklin Institute,6,"95.0%
22/482
Applied Mathematics",8841,1463,73,1.368,1.288,Elsevier,00160032
Journal of the Royal Statistical Society. Series B: Statistical Methodology,6,"96.0%
5/141
Statistics, Probability and Uncertainty",1209,200,79,3.493,6.413,Wiley-Blackwell,13697412
Mechanism and Machine Theory,6,"92.0%
47/587
Mechanical Engineering",5349,898,77,2.7,1.317,Elsevier,03741052 0094114X
Ocean Modelling,6,"93.0%
12/183
Geotechnical Engineering and Engineering Geology",2497,418,79,1.431,1.899,Elsevier,14635003
Requirements Engineering,6,"84.0%
46/287
Information Systems",538,89,78,3.036,0.591,Springer Nature,09473602
Smart Materials and Structures,6,"92.0%
23/300
Civil and Structural Engineering",11219,1869,81,1.585,1.077,Institute of Physics Publishing,09641726
Telematics and Informatics,6,"86.0%
88/669
Electrical and Electronic Engineering",2963,492,77,2.155,1.206,Elsevier,07365853
Business and Information Systems Engineering,5.9,"83.0%
47/287
Information Systems",691,118,73,1.964,0.807,Springer Nature,09376429
Computers and Geotechnics,5.9,"93.0%
13/183
Geotechnical Engineering and Engineering Geology",5384,910,81,2.201,1.946,Elsevier,0266352X
Computers and Industrial Engineering,5.9,"95.0%
13/283
General Engineering",9216,1557,76,1.818,1.334,Elsevier,03608352
Design Studies,5.9,"99.0%
1/117
Architecture",937,160,83,2.623,0.963,Elsevier,0142694X
Evolutionary Computation,5.9,"95.0%
8/150
Computational Mathematics",591,101,75,2.38,0.799,MIT Press,10636560
Fuzzy Optimization and Decision Making,5.9,"94.0%
2/28
Logic",552,94,82,1.951,1.264,Springer Nature,15684539
Journal of Process Control,5.9,"94.0%
16/273
Modeling and Simulation",2685,456,77,2.027,0.967,Elsevier,09591524
Personal and Ubiquitous Computing,5.9,"90.0%
15/151
Management Science and Operations Research",1837,309,83,1.815,0.463,Springer Nature,16174909
Swarm Intelligence,5.9,"82.0%
35/195
Artificial Intelligence",314,53,87,2.161,0.511,Springer Nature,19353812
Cognitive Psychology,5.8,"98.0%
11/831
Linguistics and Language",779,135,83,1.902,3.128,Elsevier,00100285
Communications on Pure and Applied Mathematics,5.8,"97.0%
8/344
General Mathematics",1211,208,78,2.793,5.268,Wiley-Blackwell,00103640
Control Engineering Practice,5.8,"95.0%
24/482
Applied Mathematics",4044,703,81,1.892,0.998,Elsevier,09670661
Database : the journal of biological databases and curation,5.8,"92.0%
16/196
General Agricultural and Biological Sciences",3119,537,70,1.286,2.016,Oxford University Press,17580463
International Journal of Geographical Information Science,5.8,"95.0%
27/656
Geography, Planning and Development",2661,459,81,1.821,1.291,Taylor & Francis,13658816
International Journal of Social Robotics,5.8,"91.0%
18/211
General Computer Science",1187,206,84,1.8,0.593,Springer Nature,18754791
Journal of Computational Chemistry,5.8,"94.0%
9/150
Computational Mathematics",5669,972,81,1.029,1.11,Wiley-Blackwell,01928651
Networks and Spatial Economics,5.8,"84.0%
47/295
Computer Networks and Communications",854,146,88,1.507,1.626,Springer Nature,1566113X
Pattern Recognition Letters,5.8,"83.0%
14/81
Computer Vision and Pattern Recognition",5851,1017,78,1.729,0.662,Elsevier,01678655
Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms,5.8,"97.0%
9/344
General Mathematics",2663,461,82,3.769,1.334,,00000000
ACM Transactions on Information Systems,5.7,"93.0%
14/220
General Business, Management and Accounting",797,139,77,2.114,0.545,ACM,10468188
ACM Transactions on Sensor Networks,5.7,"83.0%
48/295
Computer Networks and Communications",770,136,66,1.423,0.579,ACM,15504859
Astronomy and Computing,5.7,"84.0%
92/590
Computer Science Applications",1201,210,71,1.251,1.494,Elsevier,22131337
Autonomous Robots,5.7,"78.0%
42/195
Artificial Intelligence",1673,296,78,2.097,1.049,Springer Nature,09295593
EPJ Data Science,5.7,"93.0%
10/150
Computational Mathematics",729,129,72,2.086,1,Springer Nature,00000000
IEEE Communications Letters,5.7,"93.0%
17/273
Modeling and Simulation",14459,2537,75,1.607,0.837,IEEE,10897798
IEEE Intelligent Transportation Systems Magazine,5.7,"90.0%
55/587
Mechanical Engineering",952,168,65,2.063,0.574,IEEE,19391390
IEEE Robotics and Automation Magazine,5.7,"85.0%
99/669
Electrical and Electronic Engineering",1338,235,63,1.997,0.633,IEEE,10709932
Journal of Computing in Civil Engineering,5.7,"91.0%
26/300
Civil and Structural Engineering",2435,424,82,1.241,0.825,ASCE,08873801
Journal of Memory and Language,5.7,"98.0%
10/780
Language and Linguistics",1572,276,80,1.923,3.007,Elsevier,0749596X
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,5.7,"97.0%
10/344
General Mathematics",227,40,85,3.794,5.968,Springer Nature,00738301
Computer Networks,5.6,"83.0%
49/295
Computer Networks and Communications",6528,1156,75,1.663,0.592,Elsevier,13891286
IEEE Control Systems,5.6,"93.0%
19/273
Modeling and Simulation",1361,242,40,3.155,1.081,IEEE,1066033X
IEEE Transactions on Information Theory,5.6,"93.0%
15/219
Library and Information Sciences",10515,1869,74,2.272,1.473,IEEE,00189448
International Journal of Bio-Inspired Computation,5.6,"91.0%
19/211
General Computer Science",870,156,68,1.629,1.03,Inderscience,17580366
International Journal of Critical Infrastructure Protection,5.6,"93.0%
11/158
Safety, Risk, Reliability and Quality",532,95,68,2.304,0.866,Elsevier,18745482
International Journal of Digital Earth,5.6,"91.0%
17/184
General Earth and Planetary Sciences",1403,249,82,1.58,1.116,Taylor & Francis,17538947
Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,5.6,"90.0%
20/211
General Computer Science",534,96,78,2.669,0.928,Wiley-Blackwell,19424787
ACM Transactions on Software Engineering and Methodology,5.5,"80.0%
71/364
Software",406,74,69,2.076,0.536,ACM,1049331X
Brain Informatics,5.5,"82.0%
103/590
Computer Science Applications",463,84,75,1.229,0.637,Springer Nature,21984018
Chemometrics and Intelligent Laboratory Systems,5.5,"82.0%
11/61
Process Chemistry and Technology",4444,807,77,1.51,0.742,Elsevier,01697439
Computer Communications,5.5,"83.0%
50/295
Computer Networks and Communications",4277,776,77,1.625,0.5,Elsevier,00000000
Computers and Electronics in Agriculture,5.5,"96.0%
3/79
Horticulture",7455,1350,75,1.941,0.95,Elsevier,01681699
CPT: Pharmacometrics and Systems Pharmacology,5.5,"92.0%
22/273
Modeling and Simulation",1725,313,77,1.211,1.264,Wiley-Blackwell,21638306
IEEE Transactions on Control of Network Systems,5.5,"96.0%
4/97
Control and Optimization",1830,333,71,2.268,2.098,IEEE,23255870
Journal of Computational Physics,5.5,"95.0%
3/54
Numerical Analysis",15294,2774,78,1.777,1.643,Elsevier,00219991
Journal of Enterprise Information Management,5.5,"87.0%
28/216
Management of Technology and Innovation",948,173,69,1.701,0.69,Emerald,17410398
"Journal of King Saud University, Engineering Sciences",5.5,"94.0%
5/86
Materials Science (miscellaneous)",839,153,76,2.702,0.751,King Saud University,10183639
Proceedings - IEEE International Conference on Robotics and Automation,5.5,"84.0%
104/669
Electrical and Electronic Engineering",17734,3241,75,1.605,0.911,,10504729
Production Planning and Control,5.5,"89.0%
42/408
Strategy and Management",2040,368,76,1.573,1.427,Taylor & Francis,09537287
Software and Systems Modeling,5.5,"91.0%
23/273
Modeling and Simulation",1033,189,81,2.328,0.534,Springer Nature,16191366
Systems and Control Letters,5.5,"90.0%
21/211
General Computer Science",3034,554,75,1.489,1.762,Elsevier,01676911
Biomedical Signal Processing and Control,5.4,"85.0%
10/67
Health Informatics",4042,750,75,1.911,0.711,Elsevier,17468094
Computer Methods and Programs in Biomedicine,5.4,"87.0%
9/67
Health Informatics",4819,894,79,1.795,0.753,Elsevier,01692607
International Journal of Solids and Structures,5.4,"94.0%
26/482
Applied Mathematics",8357,1539,83,1.65,1.433,Elsevier,00207683
"Journal of Mechanical Design, Transactions Of the ASME",5.4,"89.0%
65/587
Mechanical Engineering",3041,562,76,1.459,0.894,ASME,07380666 10500472
Knowledge and Information Systems,5.4,"82.0%
27/153
Hardware and Architecture",2422,451,77,2.025,0.704,Springer Nature,02191377
Operations Research Perspectives,5.4,"96.0%
9/223
Statistics and Probability",422,78,55,2.914,1.374,Elsevier,00000000
Policy and Internet,5.4,"95.0%
13/260
Health (social science)",449,83,83,1.694,0.689,Wiley-Blackwell,00000000
Structural Equation Modeling,5.4,"97.0%
6/220
General Economics, Econometrics and Finance",1292,241,75,2.288,3.849,Taylor & Francis,10705511
Annals of Statistics,5.3,"96.0%
6/141
Statistics, Probability and Uncertainty",2065,391,93,2.71,6.132,Institute of Mathematical Statistics,00905364
Applied Mathematical Modelling,5.3,"94.0%
28/482
Applied Mathematics",12266,2312,79,1.544,0.873,Elsevier,0307904X
Human-centric Computing and Information Sciences,5.3,"89.0%
22/211
General Computer Science",743,140,76,2.679,0.461,Springer Nature,00000000
IEEE Software,5.3,"78.0%
77/364
Software",2283,434,66,2.444,0.549,IEEE,07407459
IEEE Transactions on Learning Technologies,5.3,"96.0%
42/1179
Education",767,146,71,2.075,0.73,IEEE,19391382
IEEE Transactions on Signal and Information Processing over Networks,5.3,"82.0%
53/295
Computer Networks and Communications",931,175,78,1.512,0.878,IEEE,00000000
Information and Organization,5.3,"92.0%
16/219
Library and Information Sciences",283,53,77,1.776,1.105,Elsevier,14717727
Inventiones Mathematicae,5.3,"96.0%
11/344
General Mathematics",1505,284,78,3.731,6.835,Springer Nature,00209910
Mathematical Finance,5.3,"96.0%
10/286
Social Sciences (miscellaneous)",701,132,79,2.345,2.834,Wiley-Blackwell,09601627
Mechatronics,5.3,"88.0%
69/587
Mechanical Engineering",2711,513,74,1.989,0.848,Elsevier,09574158
Proceedings - International Conference on Data Engineering,5.3,"80.0%
56/287
Information Systems",2706,513,66,1.91,0.383,,00000000
Biomechanics and Modeling in Mechanobiology,5.2,"90.0%
27/273
Modeling and Simulation",2416,467,79,1.262,1.001,Springer Nature,16177959
Computational Geosciences,5.2,"91.0%
13/150
Computational Mathematics",1553,300,76,1.342,0.746,Springer Nature,14200597
Computational Mechanics,5.2,"96.0%
3/68
Computational Mechanics",2456,468,80,1.391,1.799,Springer Nature,01787675
"Cyberpsychology, Behavior, and Social Networking",5.2,"96.0%
13/355
Communication",2186,420,73,1.353,1.306,Mary Ann Liebert,21522715
Fractional Calculus and Applied Analysis,5.2,"95.0%
6/137
Analysis",1605,311,74,1.849,1.891,Walter de Gruyter,13110454
GeoInformatica,5.2,"93.0%
42/656
Geography, Planning and Development",568,110,68,1.868,0.517,Springer Nature,13846175
International Journal of Molecular Sciences,5.2,"81.0%
110/590
Computer Science Applications",55558,10644,71,1.274,1.312,Multidisciplinary Digital Publishing Institute (MDPI),16616596
Journal of Internet Services and Applications,5.2,"81.0%
54/295
Computer Networks and Communications",386,74,68,1.602,0.397,Springer Nature,18674828
Journal of Medical Systems,5.2,"82.0%
12/67
Health Informatics",4794,917,73,1.479,0.565,Springer Nature,01485598
Multivariate Behavioral Research,5.2,"95.0%
11/223
Statistics and Probability",1109,212,60,1.958,2.537,Taylor & Francis,00273171
Signal Processing: Image Communication,5.2,"82.0%
116/669
Electrical and Electronic Engineering",2780,533,74,1.699,0.562,Elsevier,09235965
Software Testing Verification and Reliability,5.2,"90.0%
16/158
Safety, Risk, Reliability and Quality",393,76,76,1.795,0.426,Wiley-Blackwell,09600833
ACM Transactions on Computing Education,5.1,"96.0%
45/1179
Education",437,85,84,2.781,0.475,ACM,00000000
Acta Mathematica,5.1,"96.0%
12/344
General Mathematics",210,41,85,3.109,4.489,Royal Swedish Academy of Sciences,00015962
Applied Mathematics and Computation,5.1,"93.0%
31/482
Applied Mathematics",17439,3438,74,1.585,0.927,Elsevier,00963003
Computer Speech and Language,5.1,"88.0%
14/118
Theoretical Computer Science",1345,263,81,1.704,0.528,Elsevier,08852308
International Journal for Numerical Methods in Engineering,5.1,"93.0%
4/54
Numerical Analysis",4492,888,76,1.577,1.717,Wiley-Blackwell,00295981
Journal of Cloud Computing,5.1,"81.0%
55/295
Computer Networks and Communications",477,94,67,1.505,0.353,Springer Nature,00000000
"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",5.1,"87.0%
8/58
Computer Science (miscellaneous)",365,72,88,1.815,0.422,Innovative Information Science & Technology Research Group (ISYOU),20935374
Simulation Modelling Practice and Theory,5.1,"89.0%
28/273
Modeling and Simulation",2095,408,75,1.963,0.726,Elsevier,1569190X
Structural and Multidisciplinary Optimization,5.1,"94.0%
6/97
Control and Optimization",4725,920,73,1.887,1.835,Springer Nature,1615147X
Topics in Cognitive Science,5.1,"98.0%
16/831
Linguistics and Language",908,178,90,1.208,1.336,Wiley-Blackwell,17568757
Applied Computing and Informatics,5,"80.0%
117/590
Computer Science Applications",321,64,88,2.218,0.438,Elsevier,00000000
Computational Linguistics,5,"98.0%
14/780
Language and Linguistics",497,100,67,3.883,0.455,MIT Press,08912017
Computers and Geosciences,5,"79.0%
60/287
Information Systems",3568,712,80,1.497,0.648,Elsevier,00983004
Enterprise Information Systems,5,"81.0%
20/108
Information Systems and Management",1055,212,85,1.431,0.65,Taylor & Francis,17517575
IEEE Internet Computing,5,"80.0%
57/295
Computer Networks and Communications",1358,270,70,1.484,0.499,IEEE,10897801
IEEE Transactions on Nanobioscience,5,"81.0%
122/669
Electrical and Electronic Engineering",1903,378,76,0.792,0.541,IEEE,15361241
International Journal of Machine Learning and Cybernetics,5,"80.0%
16/81
Computer Vision and Pattern Recognition",2290,458,77,1.361,0.786,Springer Nature,18688071
"International Journal of Modelling, Identification and Control",5,"93.0%
33/482
Applied Mathematics",1294,258,76,0.935,0.291,Inderscience,17466172
ACM Transactions on Accessible Computing,4.9,"79.0%
121/590
Computer Science Applications",381,77,78,1.806,0.382,ACM,19367228
APL Photonics,4.9,"80.0%
58/295
Computer Networks and Communications",1120,229,76,1.709,N/A,American Institute of Physics,00000000
Computer Standards and Interfaces,4.9,"97.0%
18/648
Law",1517,307,81,1.776,0.455,Elsevier,09205489
EURO Journal on Transportation and Logistics,4.9,"88.0%
31/273
Modeling and Simulation",311,64,72,2.138,0.432,Springer Nature,21924376
IEEE Transactions on Haptics,4.9,"79.0%
123/590
Computer Science Applications",1056,217,72,1.991,0.735,IEEE,19391412
Image and Vision Computing,4.9,"78.0%
18/81
Computer Vision and Pattern Recognition",1628,332,71,1.655,0.633,Elsevier,02628856
International Journal of Ambient Computing and Intelligence,4.9,"75.0%
88/364
Software",269,55,67,5.346,0.527,IGI Global Publishing,19416237
Journal of the American Statistical Association,4.9,"94.0%
12/223
Statistics and Probability",2540,523,77,2.623,4.472,Taylor & Francis,01621459
Neural Computing and Applications,4.9,"76.0%
87/364
Software",6334,1290,74,1.521,0.637,Springer Nature,09410643
"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",4.9,"96.0%
13/344
General Mathematics",5246,1072,76,1.48,0.998,The Royal Society,00804630 09628444 13645021
Sensing and Bio-Sensing Research,4.9,"81.0%
125/669
Electrical and Electronic Engineering",1102,224,78,1.048,0.612,Elsevier,00000000
SIAM Journal on Optimization,4.9,"87.0%
15/118
Theoretical Computer Science",2215,455,68,2.284,2.46,Society for Industrial and Applied Mathematics,10526234
Visualization in Engineering,4.9,"89.0%
30/273
Modeling and Simulation",272,55,71,1.423,0.537,Springer Nature,00000000
"ACM Transactions on Multimedia Computing, Communications and Applications",4.8,"80.0%
30/153
Hardware and Architecture",1173,244,68,1.798,0.569,ACM,15516857
Applied Mathematics Letters,4.8,"92.0%
35/482
Applied Mathematics",4706,973,70,1.596,1.321,Elsevier,08939659
Bioinformatics and Biology Insights,4.8,"92.0%
37/482
Applied Mathematics",452,94,70,0.486,0.705,Libertas Academica,11779322
Engineering with Computers,4.8,"90.0%
27/283
General Engineering",1051,219,76,1.526,0.722,Springer Nature,01770667
IEEE Transactions on Nanotechnology,4.8,"80.0%
128/669
Electrical and Electronic Engineering",2861,594,72,1.006,0.539,IEEE,1536125X
International Journal of Computer Integrated Manufacturing,4.8,"89.0%
13/123
Aerospace Engineering",1728,360,78,1.447,0.878,Taylor & Francis,0951192X
International Journal of Control,4.8,"78.0%
130/590
Computer Science Applications",3824,798,80,1.304,1.075,Taylor & Francis,00207179
International Journal of General Systems,4.8,"88.0%
33/273
Modeling and Simulation",873,183,68,1.032,0.855,Taylor & Francis,03081079
International Journal on Software Tools for Technology Transfer,4.8,"78.0%
61/287
Information Systems",757,157,87,1.693,0.472,Springer Nature,14332779
Journal of Cognitive Engineering and Decision Making,4.8,"86.0%
8/56
Engineering (miscellaneous)",529,110,84,1.815,0.928,SAGE,15553434
"Journal of Guidance, Control, and Dynamics",4.8,"92.0%
36/482
Applied Mathematics",5038,1043,73,2.293,1.142,American Institute of Aeronautics and Astronautics,07315090
Journal of Manufacturing Technology Management,4.8,"87.0%
50/408
Strategy and Management",1018,210,76,1.393,0.954,Emerald,1741038X
SIAM Journal on Imaging Sciences,4.8,"96.0%
14/344
General Mathematics",1602,331,74,1.787,1.097,Society for Industrial and Applied Mathematics,19364954
ACM Transactions on Internet Technology,4.7,"79.0%
61/295
Computer Networks and Communications",618,132,79,1.846,0.538,ACM,15335399
Animal Biotelemetry,4.7,"94.0%
21/397
Animal Science and Zoology",531,112,82,1.17,1.262,Springer Nature,00000000
Engineering,4.7,"92.0%
7/86
Materials Science (miscellaneous)",1489,316,64,2.252,0.838,Elsevier,20958099
Finite Elements in Analysis and Design,4.7,"95.0%
7/137
Analysis",1551,331,78,1.475,1.19,Elsevier,0168874X
Journal of Intelligent Transportation Systems,4.7,"91.0%
39/482
Applied Mathematics",704,151,78,1.564,1.387,Taylor & Francis,15472450
Mathematical Programming Computation,4.7,"86.0%
17/118
Theoretical Computer Science",313,66,73,3.357,2.759,Springer Nature,18672949
Memoirs of the American Mathematical Society,4.7,"95.0%
15/344
General Mathematics",620,133,74,2.707,3.538,American Mathematical Society,00659266
Mobile Media and Communication,4.7,"95.0%
16/355
Communication",414,89,83,1.373,1.545,SAGE,20501579
Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,4.7,"80.0%
31/153
Hardware and Architecture",597,127,78,2.193,0.957,,00000000
SIGMOD Record,4.7,"77.0%
64/287
Information Systems",329,70,60,2.203,0.671,ACM,01635808
ACM SIGPLAN Notices,4.6,"87.0%
27/211
General Computer Science",1535,334,72,2.31,0.435,ACM,15232867
ACM Transactions on Autonomous and Adaptive Systems,4.6,"85.0%
9/58
Computer Science (miscellaneous)",408,88,72,1.221,0.408,ACM,15564665
Archives of Control Sciences,4.6,"93.0%
7/97
Control and Optimization",613,132,49,0.956,0.32,Polish Academy of Sciences,12302384
Computer Assisted Language Learning,4.6,"97.0%
18/780
Language and Linguistics",819,179,77,1.85,1.458,Taylor & Francis,09588221
Digital Signal Processing: A Review Journal,4.6,"93.0%
10/141
Statistics, Probability and Uncertainty",3396,734,73,1.507,0.541,Elsevier,10512004
IEEE Pervasive Computing,4.6,"87.0%
16/122
Computational Theory and Mathematics",902,195,62,1.699,0.474,IEEE,15361268
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,4.6,"82.0%
14/77
Computer Graphics and Computer-Aided Design",3549,766,68,1.737,0.476,IEEE,02780070
International Journal of Fracture,4.6,"91.0%
6/68
Computational Mechanics",1512,331,73,1.751,1.398,Springer Nature,03769429
Journal of Artificial Intelligence Research,4.6,"74.0%
50/195
Artificial Intelligence",1140,250,72,2.146,0.754,Elsevier,10769757
Journal of Computer-Aided Molecular Design,4.6,"77.0%
133/590
Computer Science Applications",1659,357,78,0.8,0.792,Springer Nature,0920654X
Journal of Information Science,4.6,"92.0%
18/219
Library and Information Sciences",995,215,77,1.857,0.636,SAGE,01655515
